N°,Type,Date,Famille,Ligne,Référence,Désignation,Quantité,PU Achat,Montant HT,% Rem,% Marge
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"3,00","90,00","270,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-02-237,FACTURE,28/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-02-236,FACTURE,23/02/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-02-236,FACTURE,23/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","175,00","175,00","0,00","0,00"
N° 22-02-236,FACTURE,23/02/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-02-236,FACTURE,23/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","175,00","175,00","0,00","0,00"
N° 22-02-236,FACTURE,23/02/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"1,00","0,00","50,00","0,00","100,00"
N° 22-02-236,FACTURE,23/02/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","440,00","0,00","0,00"
N° 22-02-236,FACTURE,23/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","175,00","175,00","0,00","0,00"
N° 22-02-235,FACTURE,22/02/2022,Produits,Article,GS,GRAVURE SUPPLEMENTAIRE,"37,00","0,00","370,00","0,00","100,00"
N° 22-02-235,FACTURE,22/02/2022,Produits,Article,P4,"PROMO 4
TOMBALE ET STELE GRANIT TARN
Réf : GO707932","1,00","0,00","1865,00","0,00","100,00"
N° 22-02-234,FACTURE,22/02/2022,Services,Article,REM,REMISE COMMERCIALE,"1,00","0,00","-365,00","0,00","0,00"
N° 22-02-234,FACTURE,22/02/2022,Produits,Article,P4,"PROMO 4
TOMBALE ET STELE GRANIT TARN
Réf : GO707933","1,00","0,00","1865,00","0,00","100,00"
N° 22-02-233,FACTURE,14/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","175,00","175,00","0,00","0,00"
N° 22-02-232,FACTURE,14/02/2022,Produits,Article,PORT,PORTEUR,"1,00","85,00","85,00","0,00","0,00"
N° 22-02-232,FACTURE,14/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","175,00","175,00","0,00","0,00"
N° 22-02-232,FACTURE,14/02/2022,Produits,Article,IR,INTERVENTION RELIGIEUSE,"1,00","0,00","208,33","0,00","100,00"
N° 22-02-232,FACTURE,14/02/2022,Services,Article,EX1,Exhumation 1 corps,"1,00","0,00","220,00","0,00","0,00"
N° 22-02-232,FACTURE,14/02/2022,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,"1,00","30,00","30,00","0,00","0,00"
N° 22-02-232,FACTURE,14/02/2022,Produits,Article,DC1M50,Demontage monument et repose creusement 1M50,"1,00","0,00","650,00","0,00","100,00"
N° 22-02-232,FACTURE,14/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","175,00","175,00","0,00","0,00"
N° 22-02-232,FACTURE,14/02/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-02-232,FACTURE,14/02/2022,Services,Article,OFC,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,"1,00","0,00","440,00","0,00","0,00"
N° 22-02-231,FACTURE,02/02/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-02-231,FACTURE,02/02/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-230,FACTURE,31/01/2022,Produits,Article,DEMR,DEMARCHES ADMINISTRATIVES (AUTORISATION INHUMER/LAISSEZ PASSER PREF/CONSULAIRE),"1,00","0,00","208,33","0,00","100,00"
N° 22-01-230,FACTURE,31/01/2022,Produits,Article,AFP,AVANCE FRAIS DE PEAGE,"1,00","0,00","100,00","0,00","100,00"
N° 22-01-230,FACTURE,31/01/2022,Produits,Article,PEC,PRISE EN CHARGE,"1,00","65,00","65,00","0,00","0,00"
N° 22-01-230,FACTURE,31/01/2022,Produits,Article,FR,FRAIS DE ROUTE,"1200,00","0,70","840,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"3,00","90,00","270,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,,CORBILLARD + CHAUFFEUR (HORS FORFAIT),"1,00","215,00","215,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-229,FACTURE,31/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-228,FACTURE,28/01/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","416,67","0,00","0,00"
N° 22-01-228,FACTURE,28/01/2022,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,"1,00","0,00","208,33","0,00","100,00"
N° 22-01-228,FACTURE,28/01/2022,Produits,Article,TCI,TRAVAUX CIMETIERE,"1,00","0,00","541,67","0,00","100,00"
N° 22-01-228,FACTURE,28/01/2022,Produits,Article,FRC,FRAIS DE CULTE,"1,00","0,00","125,00","0,00","100,00"
N° 22-01-228,FACTURE,28/01/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","541,67","0,00","100,00"
N° 22-01-228,FACTURE,28/01/2022,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,"1,00","0,00","227,27","0,00","100,00"
N° 22-01-228,FACTURE,28/01/2022,Produits,Article,CBC,CERCUEIL EN BOIS DE CHENE HERMETIQUE INCLUS PIQUET ET PLAQUE GRAVEE,"1,00","0,00","666,67","0,00","100,00"
N° 22-01-228,FACTURE,28/01/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + CIMETIERE,"1,00","0,00","375,00","0,00","100,00"
N° 22-01-227,FACTURE,27/01/2022,Produits,Article,FR,FRAIS DE ROUTE,"28,00","0,70","19,60","0,00","0,00"
N° 22-01-227,FACTURE,27/01/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","90,00","90,00","0,00","0,00"
N° 22-01-227,FACTURE,27/01/2022,Produits,Article,FR,FRAIS DE ROUTE,"24,00","0,70","16,80","0,00","0,00"
N° 22-01-227,FACTURE,27/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-227,FACTURE,27/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-227,FACTURE,27/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-227,FACTURE,27/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,FR,FRAIS DE ROUTE,"34,00","0,70","23,80","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-226,FACTURE,27/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,1CG,PREMIER CARBO GLACE,"1,00","180,00","180,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Services,Article,SEM,SEMELLE,"1,00","0,00","190,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,CHC,CHAPPE CIMENT CAILLOUX,"1,00","420,00","420,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,EXH,EXHUMATION DANS LE PLUS STRICT RESPECT DE LA HALACHA,"6,00","0,00","1450,00","0,00","100,00"
N° 22-01-225,FACTURE,18/01/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","440,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"2,00","45,00","100,00","0,00","10,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,DP1M5,DEPOSE CREUSEMENT 2M,"2,00","680,00","1360,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"3,00","0,00","1110,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,"4,00","30,00","120,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,DP1M5,DEPOSE CREUSEMENT 1M50,"1,00","650,00","650,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,CHC,CHAPPE CIMENT CAILLOUX,"1,00","190,00","190,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,EXH,EXHUMATION DANS LE PLUS STRICT RESPECT DE LA HALACHA,"1,00","240,00","241,67","0,00","0,69"
N° 22-01-225,FACTURE,18/01/2022,Services,Article,SEM,SEMELLE,"1,00","0,00","200,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"2,00","0,00","740,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,"4,00","30,00","120,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,DP1M5,DEPOSE CREUSEMENT 1M50,"2,00","650,00","1300,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,EXH,EXHUMATION DANS LE PLUS STRICT RESPECT DE LA HALACHA,"7,00","240,00","1691,67","0,00","0,69"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,SUR2M,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 2M,"4,00","45,00","200,00","0,00","10,00"
N° 22-01-225,FACTURE,18/01/2022,Services,Article,CR2M,CREUSEMENT 2M,"4,00","0,00","1760,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Produits,Article,SUR1M5,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE 1M50,"9,00","30,00","270,00","0,00","0,00"
N° 22-01-225,FACTURE,18/01/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"9,00","0,00","3330,00","0,00","0,00"
N° 22-01-224,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-01-224,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","175,00","175,00","0,00","0,00"
N° 22-01-223,FACTURE,17/01/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","416,67","0,00","0,00"
N° 22-01-223,FACTURE,17/01/2022,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,"1,00","0,00","208,33","0,00","100,00"
N° 22-01-223,FACTURE,17/01/2022,Produits,Article,FRC,FRAIS DE CULTE,"1,00","0,00","125,00","0,00","100,00"
N° 22-01-223,FACTURE,17/01/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","541,67","0,00","100,00"
N° 22-01-223,FACTURE,17/01/2022,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,"1,00","0,00","227,27","0,00","100,00"
N° 22-01-223,FACTURE,17/01/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + CIMETIERE,"1,00","0,00","375,00","0,00","100,00"
N° 22-01-223,FACTURE,17/01/2022,Produits,Article,CBC,CERCUEIL EN BOIS DE CHENE HERMETIQUE INCLUS PIQUET ET PLAQUE GRAVEE,"1,00","0,00","833,33","0,00","100,00"
N° 22-01-223,FACTURE,17/01/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","541,67","0,00","0,00"
N° 22-01-223,FACTURE,17/01/2022,Services,Article,ACH,ACHAT CONCESSION,"1,00","0,00","222,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-222,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","0,00","0,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,MC,MAITRE DE CEREMONIE,"1,00","95,00","95,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,CC,CORBILLARD + CHAUFFEUR,"1,00","205,00","205,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-01-221,FACTURE,17/01/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-01-220,FACTURE,10/01/2022,Produits,Article,SUPD,SUPPLEMENT DIMANCHE,"1,00","0,00","833,33","0,00","100,00"
N° 22-01-220,FACTURE,10/01/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","500,00","0,00","0,00"
N° 22-01-220,FACTURE,10/01/2022,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,"1,00","0,00","208,33","0,00","100,00"
N° 22-01-220,FACTURE,10/01/2022,Produits,Article,FRC,FRAIS DE CULTE,"1,00","0,00","208,33","0,00","100,00"
